Number,Type of Payment,Process,System,Volume,Assignment Group,Assigned To,State,Priority,Urgency,Impact,Day,Created,Actual Start,Actual End,Closed
INC-2025-29298,Domestic Payment,Domestic Payment,STP CAT,5778,People,Mark,Closed,Low,Low,Low,Monday,2025-08-04T13:13:32.000000,2025-08-04T14:27:32.000000,2025-08-07T14:42:56.794465,2025-08-07T16:00:56.794465
INC-2025-29299,Domestic Payment,Domestic Payment,STP CAT,17426,DC,Punisher,Closed,Medium,Medium,Medium,Monday,2025-08-04T22:17:17.000000,2025-08-04T23:43:17.000000,2025-08-05T18:45:56.178085,2025-08-05T19:17:56.178085
INC-2025-29300,Basic Payment,Basic Payment,STP CAT,725,DC,Batman,Closed,Critical,High,High,Monday,2025-08-04T18:55:58.000000,2025-08-04T19:31:58.000000,2025-08-04T19:44:14.154051,2025-08-04T20:39:14.154051
INC-2025-29301,International Transfer,International Transfer,Stargate,42,Avengers,Thor,Closed,High,High,Medium,Monday,2025-08-04T13:16:51.000000,2025-08-04T14:38:51.000000,2025-08-04T21:37:18.938856,2025-08-04T22:01:18.938856
INC-2025-29302,International Transfer,International Transfer,Stargate,36,Avengers,Hulk,Closed,High,Medium,High,Monday,2025-08-04T08:28:55.000000,2025-08-04T08:52:55.000000,2025-08-04T22:38:07.789051,2025-08-04T23:57:07.789051
INC-2025-29303,Basic Payment,Basic Payment,STP CAT,4481,People,Jackie Chan,Closed,Low,Low,Low,Monday,2025-08-04T13:03:06.000000,2025-08-04T13:51:06.000000,2025-08-07T00:28:18.748512,2025-08-07T01:18:18.748512
INC-2025-29304,Proces X,Proces X,SOLEMOS,240,People,Kevin Hart,In Progress,Medium,Medium,Medium,Monday,2025-08-04T14:32:50.000000,2025-08-04T15:30:50.000000,,
INC-2025-29305,Domestic Payment,Domestic Payment,STP CAT,1287,DC,Batman,Closed,Medium,Low,Medium,Monday,2025-08-04T10:00:49.000000,2025-08-04T11:19:49.000000,2025-08-05T21:39:50.241810,2025-08-05T22:02:50.241810
INC-2025-29306,SEPA Payment,SEPA Payment,Stargate,79513,Avengers,Hulk,Closed,Medium,Medium,Low,Monday,2025-08-04T13:32:12.000000,2025-08-04T14:22:12.000000,2025-08-04T21:06:37.550590,2025-08-04T22:35:37.550590
INC-2025-29307,Basic Payment,Basic Payment,STP CAT,4542,People,Jackie Chan,Closed,Medium,Low,Medium,Monday,2025-08-04T13:13:28.000000,2025-08-04T13:29:28.000000,2025-08-05T13:06:17.302769,2025-08-05T14:23:17.302769
INC-2025-29308,Basic Payment,Basic Payment,STP CAT,4699,Avengers,Iron Man,Closed,Low,Low,Low,Monday,2025-08-04T16:33:51.000000,2025-08-04T17:46:51.000000,2025-08-05T14:00:42.444408,2025-08-05T15:29:42.444408
INC-2025-29309,SEPA Payment,SEPA Payment,Stargate,17337,Avengers,Hulk,Closed,Low,Low,Low,Monday,2025-08-04T12:39:00.000000,2025-08-04T14:04:00.000000,2025-08-08T12:07:05.563092,2025-08-08T12:41:05.563092
INC-2025-29310,SEPA Payment,SEPA Payment,Stargate,46550,People,Jackie Chan,Closed,Critical,High,High,Monday,2025-08-04T01:46:48.000000,2025-08-04T02:19:48.000000,2025-08-04T04:47:05.030287,2025-08-04T05:19:05.030287
INC-2025-29311,Basic Payment,Basic Payment,STP CAT,4943,DC,Punisher,New,Medium,Low,Low,Monday,2025-08-04T10:20:20.000000,,,
INC-2025-29312,International Transfer,International Transfer,Stargate,31,Avengers,Iron Man,Closed,Low,Low,Low,Tuesday,2025-08-05T19:38:22.000000,2025-08-05T20:10:22.000000,2025-08-08T03:27:58.836480,2025-08-08T04:43:58.836480
INC-2025-29313,International Transfer,International Transfer,Stargate,21,Avengers,Doctor Strange,Closed,High,High,High,Tuesday,2025-08-05T11:13:26.000000,2025-08-05T11:51:26.000000,2025-08-06T00:42:42.760614,2025-08-06T01:11:42.760614
INC-2025-29314,Proces X,Proces X,SOLEMOS,49,People,Scarlett Johansson,Closed,Low,Low,Low,Tuesday,2025-08-05T08:39:16.000000,2025-08-05T10:07:16.000000,2025-08-08T23:09:21.140434,2025-08-08T23:58:21.140434
INC-2025-29315,SEPA Payment,SEPA Payment,Stargate,4062,Avengers,Hulk,Closed,High,High,High,Tuesday,2025-08-05T09:23:57.000000,2025-08-05T10:37:57.000000,2025-08-06T01:17:46.809887,2025-08-06T02:32:46.809887
INC-2025-29316,Domestic Payment,Domestic Payment,STP CAT,7246,People,Scarlett Johansson,Closed,Low,Low,Low,Tuesday,2025-08-05T17:35:32.000000,2025-08-05T18:02:32.000000,2025-08-07T13:38:24.739267,2025-08-07T13:55:24.739267
INC-2025-29317,Domestic Payment,Domestic Payment,STP CAT,11402,People,Scarlett Johansson,Closed,Low,Low,Low,Tuesday,2025-08-05T10:09:47.000000,2025-08-05T11:15:47.000000,2025-08-06T18:35:03.859679,2025-08-06T19:09:03.859679
INC-2025-29318,Proces X,Proces X,SOLEMOS,47,DC,Punisher,Closed,Medium,Low,Low,Tuesday,2025-08-05T03:17:19.000000,2025-08-05T03:57:19.000000,2025-08-05T15:39:16.326492,2025-08-05T17:01:16.326492
INC-2025-29319,Proces X,Proces X,SOLEMOS,49,Avengers,Iron Man,Closed,High,High,High,Tuesday,2025-08-05T20:09:00.000000,2025-08-05T21:25:00.000000,2025-08-06T14:12:47.876199,2025-08-06T14:51:47.876199
INC-2025-29320,SEPA Payment,SEPA Payment,Stargate,59185,Avengers,Thor,Closed,High,Medium,High,Tuesday,2025-08-05T17:12:59.000000,2025-08-05T18:19:59.000000,2025-08-06T06:16:52.354768,2025-08-06T07:26:52.354768
INC-2025-29321,Proces X,Proces X,SOLEMOS,124,Avengers,Iron Man,Closed,High,High,High,Tuesday,2025-08-05T12:43:45.000000,2025-08-05T13:57:45.000000,2025-08-06T00:10:57.055908,2025-08-06T01:24:57.055908
INC-2025-29322,Domestic Payment,Domestic Payment,STP CAT,5185,DC,Punisher,Closed,Low,Low,Low,Tuesday,2025-08-05T15:02:07.000000,2025-08-05T15:57:07.000000,2025-08-06T16:49:52.432881,2025-08-06T17:59:52.432881
INC-2025-29323,Proces X,Proces X,SOLEMOS,26,DC,Batman,Closed,Medium,Low,Low,Tuesday,2025-08-05T10:06:21.000000,2025-08-05T10:19:21.000000,2025-08-06T07:35:33.506167,2025-08-06T08:35:33.506167
INC-2025-29324,International Transfer,International Transfer,Stargate,49,Avengers,Hulk,Closed,Critical,High,High,Tuesday,2025-08-05T06:54:20.000000,2025-08-05T08:19:20.000000,2025-08-05T10:40:29.468016,2025-08-05T11:04:29.468016
INC-2025-29325,Basic Payment,Basic Payment,STP CAT,2142,DC,Batman,Closed,Low,Low,Low,Tuesday,2025-08-05T14:02:37.000000,2025-08-05T14:48:37.000000,2025-08-07T07:21:15.959563,2025-08-07T08:35:15.959563
INC-2025-29326,Money Rates,Money Rates,SOLEMOS,5,Avengers,Hulk,Closed,High,Medium,Medium,Tuesday,2025-08-05T22:09:08.000000,2025-08-05T23:11:08.000000,2025-08-06T09:20:15.445772,2025-08-06T09:44:15.445772
INC-2025-29327,Basic Payment,Basic Payment,STP CAT,3368,People,Dwayne Johnson,Closed,Medium,Low,Medium,Tuesday,2025-08-05T16:47:23.000000,2025-08-05T17:40:23.000000,2025-08-06T10:21:36.187634,2025-08-06T11:17:36.187634
INC-2025-29328,SEPA Payment,SEPA Payment,Stargate,21096,Avengers,Thor,Closed,Critical,High,Medium,Tuesday,2025-08-05T22:47:27.000000,2025-08-05T23:33:27.000000,2025-08-06T03:02:07.670631,2025-08-06T03:32:07.670631
INC-2025-29329,Domestic Payment,Domestic Payment,STP CAT,11273,DC,Punisher,Closed,Low,Low,Low,Tuesday,2025-08-05T15:57:13.000000,2025-08-05T16:51:13.000000,2025-08-08T18:43:32.869946,2025-08-08T19:36:32.869946
INC-2025-29330,Domestic Payment,Domestic Payment,STP CAT,2999,DC,Punisher,Closed,Medium,Medium,Medium,Tuesday,2025-08-05T20:41:06.000000,2025-08-05T20:58:06.000000,2025-08-06T23:53:18.344201,2025-08-07T01:00:18.344201
INC-2025-29331,International Transfer,International Transfer,Stargate,38,Avengers,Doctor Strange,Closed,High,High,Low,Tuesday,2025-08-05T08:13:11.000000,2025-08-05T09:41:11.000000,2025-08-05T18:00:43.892155,2025-08-05T19:30:43.892155
INC-2025-29332,Proces X,Proces X,SOLEMOS,57,Avengers,Iron Man,Closed,High,Medium,Medium,Tuesday,2025-08-05T14:52:54.000000,2025-08-05T15:02:54.000000,2025-08-05T19:53:36.122225,2025-08-05T21:09:36.122225
INC-2025-29333,Domestic Payment,Domestic Payment,STP CAT,5724,DC,Batman,Closed,Medium,Medium,Medium,Tuesday,2025-08-05T12:11:53.000000,2025-08-05T12:49:53.000000,2025-08-06T02:31:42.438871,2025-08-06T03:07:42.438871
INC-2025-29334,Proces X,Proces X,SOLEMOS,5,Avengers,Iron Man,Closed,Low,Low,Low,Tuesday,2025-08-05T13:24:36.000000,2025-08-05T14:24:36.000000,2025-08-08T18:40:06.261860,2025-08-08T19:52:06.261860
INC-2025-29335,Proces X,Proces X,SOLEMOS,211,People,Scarlett Johansson,Closed,Critical,Medium,High,Tuesday,2025-08-05T17:13:56.000000,2025-08-05T17:25:56.000000,2025-08-05T19:48:29.132197,2025-08-05T20:06:29.132197
INC-2025-29336,Basic Payment,Basic Payment,STP CAT,3956,DC,Aquaman,Closed,Low,Low,Low,Tuesday,2025-08-05T16:58:30.000000,2025-08-05T18:09:30.000000,2025-08-08T03:54:44.206793,2025-08-08T05:21:44.206793
INC-2025-29337,International Transfer,International Transfer,Stargate,49,Avengers,Doctor Strange,Closed,Medium,Low,Medium,Tuesday,2025-08-05T10:37:01.000000,2025-08-05T11:21:01.000000,2025-08-06T11:53:28.955511,2025-08-06T12:51:28.955511
INC-2025-29338,Proces X,Proces X,SOLEMOS,77,People,Scarlett Johansson,On Hold,Medium,Low,Low,Tuesday,2025-08-05T13:03:02.000000,,,
INC-2025-29339,Money Rates,Money Rates,SOLEMOS,4,Avengers,Doctor Strange,New,High,Medium,Medium,Tuesday,2025-08-05T10:45:42.000000,,,
INC-2025-29340,SEPA Payment,SEPA Payment,Stargate,46333,Avengers,Thor,Closed,Critical,High,High,Tuesday,2025-08-05T15:50:38.000000,2025-08-05T16:22:38.000000,2025-08-05T18:41:42.694268,2025-08-05T19:24:42.694268
INC-2025-29341,Basic Payment,Basic Payment,STP CAT,1560,DC,Aquaman,Closed,Medium,Low,Medium,Tuesday,2025-08-05T09:06:16.000000,2025-08-05T09:32:16.000000,2025-08-05T20:48:47.305233,2025-08-05T21:11:47.305233
INC-2025-29342,Proces X,Proces X,SOLEMOS,68,DC,Dr. X,Closed,Medium,Low,Medium,Tuesday,2025-08-05T16:39:07.000000,2025-08-05T17:23:07.000000,2025-08-06T13:42:03.494805,2025-08-06T14:16:03.494805
INC-2025-29343,Proces X,Proces X,SOLEMOS,149,DC,Dr. X,Closed,Medium,Medium,Low,Tuesday,2025-08-05T02:48:23.000000,2025-08-05T03:14:23.000000,2025-08-06T01:12:16.016695,2025-08-06T01:33:16.016695
INC-2025-29344,Basic Payment,Basic Payment,STP CAT,955,DC,Punisher,Closed,Low,Low,Low,Tuesday,2025-08-05T11:41:32.000000,2025-08-05T12:20:32.000000,2025-08-06T14:03:04.731656,2025-08-06T15:24:04.731656
INC-2025-29345,Domestic Payment,Domestic Payment,STP CAT,15495,DC,Dr. X,Closed,Medium,Low,Medium,Tuesday,2025-08-05T15:34:37.000000,2025-08-05T16:54:37.000000,2025-08-06T07:44:51.171853,2025-08-06T08:40:51.171853
INC-2025-29346,Domestic Payment,Domestic Payment,STP CAT,848,DC,Batman,Closed,Medium,Medium,Medium,Tuesday,2025-08-05T14:02:35.000000,2025-08-05T14:39:35.000000,2025-08-06T01:53:16.240343,2025-08-06T02:26:16.240343
INC-2025-29347,Domestic Payment,Domestic Payment,STP CAT,1453,DC,Punisher,Closed,Medium,Medium,Medium,Tuesday,2025-08-05T12:34:57.000000,2025-08-05T12:47:57.000000,2025-08-06T10:32:36.821710,2025-08-06T11:49:36.821710
INC-2025-29348,International Transfer,International Transfer,Stargate,7,Avengers,Doctor Strange,New,Critical,High,High,Tuesday,2025-08-05T11:15:27.000000,,,
INC-2025-29349,International Transfer,International Transfer,Stargate,30,DC,Aquaman,Closed,Medium,Medium,Medium,Tuesday,2025-08-05T14:05:11.000000,2025-08-05T14:42:11.000000,2025-08-06T15:15:47.709556,2025-08-06T16:03:47.709556
INC-2025-29350,Basic Payment,Basic Payment,STP CAT,3059,People,Mark,Closed,High,High,High,Tuesday,2025-08-05T09:36:59.000000,2025-08-05T10:56:59.000000,2025-08-06T00:12:33.647490,2025-08-06T00:56:33.647490
INC-2025-29351,Domestic Payment,Domestic Payment,STP CAT,1469,DC,Punisher,Closed,Low,Low,Low,Tuesday,2025-08-05T11:03:48.000000,2025-08-05T11:20:48.000000,2025-08-07T17:44:49.974172,2025-08-07T19:00:49.974172
INC-2025-29352,Money Rates,Money Rates,SOLEMOS,9,Avengers,Iron Man,Closed,Critical,High,High,Tuesday,2025-08-05T14:50:32.000000,2025-08-05T15:07:32.000000,2025-08-05T18:49:52.674762,2025-08-05T19:51:52.674762
INC-2025-29353,Proces X,Proces X,STP CAT,204,People,Scarlett Johansson,Closed,Medium,Low,Low,Tuesday,2025-08-05T14:32:52.000000,2025-08-05T15:26:52.000000,2025-08-06T10:50:40.865811,2025-08-06T11:13:40.865811
INC-2025-29354,SEPA Payment,SEPA Payment,Stargate,38298,Avengers,Thor,Closed,Medium,Medium,Medium,Tuesday,2025-08-05T17:07:10.000000,2025-08-05T18:12:10.000000,2025-08-06T21:04:27.121895,2025-08-06T22:28:27.121895
INC-2025-29355,Money Rates,Money Rates,SOLEMOS,5,Avengers,Hulk,Closed,High,High,Medium,Tuesday,2025-08-05T13:23:29.000000,2025-08-05T13:46:29.000000,2025-08-06T01:13:02.387299,2025-08-06T01:52:02.387299
INC-2025-29356,Domestic Payment,Domestic Payment,STP CAT,16111,Avengers,Doctor Strange,Closed,Low,Low,Low,Tuesday,2025-08-05T18:43:28.000000,2025-08-05T20:05:28.000000,2025-08-08T16:44:15.464295,2025-08-08T17:10:15.464295
INC-2025-29357,Money Rates,Money Rates,SOLEMOS,7,Avengers,Doctor Strange,Closed,Medium,Medium,Medium,Tuesday,2025-08-05T15:42:03.000000,2025-08-05T17:04:03.000000,2025-08-07T04:30:54.968469,2025-08-07T04:58:54.968469
INC-2025-29358,Basic Payment,Basic Payment,STP CAT,3468,DC,Dr. X,Closed,Medium,Medium,Medium,Tuesday,2025-08-05T10:46:56.000000,2025-08-05T11:06:56.000000,2025-08-06T16:50:05.444502,2025-08-06T17:55:05.444502
INC-2025-29359,Domestic Payment,Domestic Payment,STP CAT,4075,DC,Punisher,Closed,Low,Low,Low,Tuesday,2025-08-05T01:40:00.000000,2025-08-05T02:06:00.000000,2025-08-05T23:50:12.021705,2025-08-06T00:32:12.021705
INC-2025-29360,SEPA Payment,SEPA Payment,Stargate,53004,Avengers,Hulk,Closed,High,High,Medium,Tuesday,2025-08-05T09:55:32.000000,2025-08-05T11:21:32.000000,2025-08-06T02:09:37.271132,2025-08-06T02:52:37.271132
INC-2025-29361,SEPA Payment,SEPA Payment,STP CAT,19926,DC,Dr. X,Closed,Low,Low,Low,Tuesday,2025-08-05T04:08:54.000000,2025-08-05T05:10:54.000000,2025-08-07T09:21:32.737947,2025-08-07T10:34:32.737947
INC-2025-29362,SEPA Payment,SEPA Payment,Stargate,13151,DC,Punisher,Closed,High,Medium,Medium,Tuesday,2025-08-05T12:00:00.000000,2025-08-05T13:17:00.000000,2025-08-06T01:45:15.959503,2025-08-06T02:44:15.959503
INC-2025-29363,Basic Payment,Basic Payment,STP CAT,2322,People,Jackie Chan,Closed,Medium,Medium,Medium,Tuesday,2025-08-05T13:59:04.000000,2025-08-05T14:35:04.000000,2025-08-06T21:50:16.778104,2025-08-06T22:53:16.778104
INC-2025-29364,SEPA Payment,SEPA Payment,STP CAT,81370,DC,Batman,Closed,Critical,High,High,Tuesday,2025-08-05T08:40:21.000000,2025-08-05T09:28:21.000000,2025-08-05T11:46:42.031790,2025-08-05T12:48:42.031790
INC-2025-29365,Domestic Payment,Domestic Payment,STP CAT,12221,People,Dwayne Johnson,Closed,Medium,Low,Medium,Tuesday,2025-08-05T16:23:07.000000,2025-08-05T17:47:07.000000,2025-08-06T12:18:27.725534,2025-08-06T12:43:27.725534
INC-2025-29366,Proces X,Proces X,SOLEMOS,66,People,Jackie Chan,Closed,Low,Low,Low,Tuesday,2025-08-05T12:26:54.000000,2025-08-05T12:50:54.000000,2025-08-06T13:21:58.026645,2025-08-06T14:32:58.026645
INC-2025-29367,SEPA Payment,SEPA Payment,Stargate,21405,Avengers,Iron Man,Closed,High,High,High,Tuesday,2025-08-05T19:15:49.000000,2025-08-05T19:50:49.000000,2025-08-06T10:52:56.347851,2025-08-06T11:54:56.347851
INC-2025-29368,SEPA Payment,SEPA Payment,Stargate,48586,Avengers,Hulk,Closed,High,High,High,Tuesday,2025-08-05T21:35:38.000000,2025-08-05T22:14:38.000000,2025-08-06T05:32:03.843251,2025-08-06T06:47:03.843251
INC-2025-29369,Proces X,Proces X,STP CAT,89,People,Dwayne Johnson,Closed,High,Medium,Medium,Tuesday,2025-08-05T16:00:18.000000,2025-08-05T16:34:18.000000,2025-08-05T18:42:54.537957,2025-08-05T19:43:54.537957
INC-2025-29370,Basic Payment,Basic Payment,STP CAT,2823,DC,Aquaman,Closed,Low,Low,Low,Tuesday,2025-08-05T09:54:55.000000,2025-08-05T10:16:55.000000,2025-08-06T04:18:30.498481,2025-08-06T04:54:30.498481
INC-2025-29371,Basic Payment,Basic Payment,STP CAT,4793,DC,Dr. X,Closed,Medium,Medium,Medium,Tuesday,2025-08-05T17:54:05.000000,2025-08-05T18:14:05.000000,2025-08-07T02:52:43.678964,2025-08-07T03:11:43.678964
INC-2025-29372,Money Rates,Money Rates,SOLEMOS,1,People,The Rock,Closed,High,High,High,Tuesday,2025-08-05T21:13:46.000000,2025-08-05T22:43:46.000000,2025-08-06T14:40:27.836369,2025-08-06T15:53:27.836369
INC-2025-29373,SEPA Payment,SEPA Payment,Stargate,84556,Avengers,Doctor Strange,Closed,Low,Low,Low,Tuesday,2025-08-05T10:57:31.000000,2025-08-05T11:30:31.000000,2025-08-06T11:43:57.002352,2025-08-06T12:45:57.002352
INC-2025-29374,Basic Payment,Basic Payment,STP CAT,1928,DC,Punisher,Closed,Medium,Medium,Medium,Tuesday,2025-08-05T12:38:47.000000,2025-08-05T13:45:47.000000,2025-08-06T20:57:05.262400,2025-08-06T21:14:05.262400
INC-2025-29375,Basic Payment,Basic Payment,STP CAT,1620,DC,Batman,Closed,Medium,Medium,Low,Tuesday,2025-08-05T17:58:29.000000,2025-08-05T18:49:29.000000,2025-08-06T10:36:01.845394,2025-08-06T10:56:01.845394
INC-2025-29376,Proces X,Proces X,SOLEMOS,201,Avengers,Hulk,Closed,Medium,Low,Medium,Tuesday,2025-08-05T17:40:09.000000,2025-08-05T18:18:09.000000,2025-08-06T04:20:50.310976,2025-08-06T05:19:50.310976
INC-2025-29377,Basic Payment,Basic Payment,STP CAT,3368,DC,Punisher,Closed,Low,Low,Low,Tuesday,2025-08-05T15:13:16.000000,2025-08-05T15:48:16.000000,2025-08-07T05:52:47.465287,2025-08-07T06:59:47.465287
INC-2025-29378,International Transfer,International Transfer,Stargate,49,Avengers,Hulk,Closed,High,High,Medium,Tuesday,2025-08-05T13:48:14.000000,2025-08-05T14:30:14.000000,2025-08-06T01:12:05.122159,2025-08-06T02:14:05.122159
INC-2025-29379,SEPA Payment,SEPA Payment,Stargate,7270,DC,Batman,Closed,High,High,High,Tuesday,2025-08-05T16:26:33.000000,2025-08-05T17:40:33.000000,2025-08-06T06:11:02.563751,2025-08-06T07:10:02.563751
INC-2025-29380,International Transfer,International Transfer,Stargate,37,Avengers,Thor,Closed,Critical,High,High,Tuesday,2025-08-05T13:41:29.000000,2025-08-05T14:50:29.000000,2025-08-05T16:08:14.649421,2025-08-05T16:49:14.649421
INC-2025-29381,International Transfer,International Transfer,Stargate,13,Avengers,Iron Man,Closed,High,High,Medium,Tuesday,2025-08-05T12:23:28.000000,2025-08-05T12:51:28.000000,2025-08-05T22:39:09.760142,2025-08-05T22:58:09.760142
INC-2025-29382,International Transfer,International Transfer,Stargate,37,Avengers,Thor,Closed,Medium,Medium,Low,Tuesday,2025-08-05T11:57:48.000000,2025-08-05T12:55:48.000000,2025-08-06T01:55:52.720086,2025-08-06T03:25:52.720086
INC-2025-29383,Proces X,Proces X,STP CAT,169,People,Kevin Hart,Closed,Medium,Medium,Medium,Tuesday,2025-08-05T13:43:38.000000,2025-08-05T14:47:38.000000,2025-08-06T05:37:41.030923,2025-08-06T06:17:41.030923
INC-2025-29384,Basic Payment,Basic Payment,STP CAT,2382,DC,Batman,On Hold,Medium,Medium,Medium,Tuesday,2025-08-05T02:05:01.000000,,,
INC-2025-29385,Basic Payment,Basic Payment,STP CAT,870,People,Dwayne Johnson,Closed,Low,Low,Low,Tuesday,2025-08-05T10:33:15.000000,2025-08-05T11:44:15.000000,2025-08-08T02:16:40.805163,2025-08-08T02:47:40.805163
INC-2025-29386,Domestic Payment,Domestic Payment,STP CAT,4237,Avengers,Hulk,Closed,Critical,High,High,Tuesday,2025-08-05T15:35:15.000000,2025-08-05T16:15:15.000000,2025-08-05T17:40:50.525385,2025-08-05T18:20:50.525385
INC-2025-29387,Domestic Payment,Domestic Payment,STP CAT,10008,DC,Punisher,Closed,Medium,Medium,Medium,Tuesday,2025-08-05T08:47:01.000000,2025-08-05T10:09:01.000000,2025-08-06T02:11:16.885083,2025-08-06T03:39:16.885083
INC-2025-29388,Money Rates,Money Rates,SOLEMOS,8,DC,Batman,Closed,Critical,High,High,Tuesday,2025-08-05T03:08:28.000000,2025-08-05T04:37:28.000000,2025-08-05T05:25:21.977408,2025-08-05T05:44:21.977408
INC-2025-29389,SEPA Payment,SEPA Payment,Stargate,57790,Avengers,Doctor Strange,In Progress,Medium,Medium,Medium,Tuesday,2025-08-05T16:26:19.000000,2025-08-05T17:13:19.000000,,
INC-2025-29390,Basic Payment,Basic Payment,STP CAT,4234,DC,Dr. X,Closed,Medium,Medium,Medium,Tuesday,2025-08-05T15:41:00.000000,2025-08-05T16:28:00.000000,2025-08-06T12:59:54.058518,2025-08-06T13:25:54.058518
INC-2025-29391,International Transfer,International Transfer,Stargate,7,Avengers,Iron Man,New,Critical,High,High,Tuesday,2025-08-05T10:04:26.000000,,,
INC-2025-29392,Domestic Payment,Domestic Payment,STP CAT,8504,DC,Batman,Closed,Critical,High,High,Tuesday,2025-08-05T15:15:11.000000,2025-08-05T15:26:11.000000,2025-08-05T16:23:17.156169,2025-08-05T17:40:17.156169
INC-2025-29393,International Transfer,International Transfer,Stargate,21,Avengers,Hulk,Closed,High,Medium,Medium,Tuesday,2025-08-05T10:34:04.000000,2025-08-05T11:14:04.000000,2025-08-05T23:47:47.808911,2025-08-06T00:24:47.808911
INC-2025-29394,International Transfer,International Transfer,Stargate,43,Avengers,Doctor Strange,Closed,Critical,High,Medium,Tuesday,2025-08-05T21:50:48.000000,2025-08-05T22:37:48.000000,2025-08-05T23:42:14.691625,2025-08-06T00:17:14.691625
INC-2025-29395,Basic Payment,Basic Payment,STP CAT,108,People,Jackie Chan,Closed,Medium,Medium,Medium,Tuesday,2025-08-05T17:22:43.000000,2025-08-05T17:54:43.000000,2025-08-07T05:41:51.251861,2025-08-07T06:38:51.251861
INC-2025-29396,Basic Payment,Basic Payment,STP CAT,3464,People,The Rock,Closed,Medium,Medium,Medium,Tuesday,2025-08-05T08:01:19.000000,2025-08-05T09:03:19.000000,2025-08-06T05:00:49.090178,2025-08-06T06:18:49.090178
INC-2025-29397,International Transfer,International Transfer,Stargate,16,Avengers,Thor,On Hold,Critical,High,High,Tuesday,2025-08-05T08:27:29.000000,,,
INC-2025-29398,Basic Payment,Basic Payment,STP CAT,314,DC,Punisher,Closed,Medium,Low,Low,Tuesday,2025-08-05T19:29:09.000000,2025-08-05T20:21:09.000000,2025-08-07T07:50:58.350345,2025-08-07T09:02:58.350345
INC-2025-29399,Basic Payment,Basic Payment,STP CAT,1325,DC,Punisher,Closed,High,High,High,Tuesday,2025-08-05T11:00:04.000000,2025-08-05T11:35:04.000000,2025-08-06T02:58:25.434712,2025-08-06T04:01:25.434712
INC-2025-29400,Domestic Payment,Domestic Payment,STP CAT,6689,DC,Aquaman,Closed,High,Medium,High,Tuesday,2025-08-05T16:40:03.000000,2025-08-05T16:50:03.000000,2025-08-05T18:50:33.415043,2025-08-05T19:58:33.415043
INC-2025-29401,Basic Payment,Basic Payment,STP CAT,1359,People,Jackie Chan,Closed,Medium,Low,Medium,Tuesday,2025-08-05T23:09:50.000000,2025-08-05T23:51:50.000000,2025-08-06T13:30:04.198225,2025-08-06T13:59:04.198225
INC-2025-29402,Money Rates,Money Rates,SOLEMOS,2,Avengers,Iron Man,Closed,High,High,High,Tuesday,2025-08-05T14:30:59.000000,2025-08-05T15:20:59.000000,2025-08-05T21:07:56.871790,2025-08-05T21:38:56.871790
INC-2025-29403,Domestic Payment,Domestic Payment,STP CAT,13466,DC,Batman,Closed,Low,Low,Low,Tuesday,2025-08-05T08:05:51.000000,2025-08-05T09:35:51.000000,2025-08-06T03:18:08.855577,2025-08-06T03:38:08.855577
INC-2025-29404,Proces X,Proces X,SOLEMOS,13,People,The Rock,Closed,Medium,Medium,Medium,Tuesday,2025-08-05T13:09:58.000000,2025-08-05T13:48:58.000000,2025-08-06T09:53:34.175134,2025-08-06T10:36:34.175134
INC-2025-29405,Domestic Payment,Domestic Payment,STP CAT,12407,People,Dwayne Johnson,Closed,Low,Low,Low,Tuesday,2025-08-05T15:08:30.000000,2025-08-05T15:35:30.000000,2025-08-06T23:03:27.019584,2025-08-07T00:33:27.019584
INC-2025-29406,Money Rates,Money Rates,SOLEMOS,8,Avengers,Hulk,Closed,Critical,High,High,Tuesday,2025-08-05T08:15:30.000000,2025-08-05T09:28:30.000000,2025-08-05T13:27:57.203902,2025-08-05T14:29:57.203902
INC-2025-29407,Basic Payment,Basic Payment,STP CAT,3684,People,Jackie Chan,Closed,Low,Low,Low,Tuesday,2025-08-05T11:28:17.000000,2025-08-05T12:41:17.000000,2025-08-08T21:22:39.142170,2025-08-08T22:09:39.142170
INC-2025-29408,Money Rates,Money Rates,SOLEMOS,6,Avengers,Thor,On Hold,Critical,Medium,High,Tuesday,2025-08-05T17:21:36.000000,,,
INC-2025-29409,Domestic Payment,Domestic Payment,STP CAT,9970,People,Jackie Chan,Closed,High,High,Low,Tuesday,2025-08-05T16:37:16.000000,2025-08-05T17:25:16.000000,2025-08-05T22:29:24.820214,2025-08-05T22:51:24.820214
INC-2025-29410,Proces X,Proces X,SOLEMOS,192,Avengers,Hulk,Closed,Medium,Medium,Medium,Tuesday,2025-08-05T13:52:02.000000,2025-08-05T14:25:02.000000,2025-08-06T11:49:15.470168,2025-08-06T13:17:15.470168
INC-2025-29411,SEPA Payment,SEPA Payment,Stargate,1321,Avengers,Thor,Closed,Low,Low,Low,Tuesday,2025-08-05T15:59:17.000000,2025-08-05T16:33:17.000000,2025-08-09T12:50:20.253913,2025-08-09T13:50:20.253913
INC-2025-29412,Basic Payment,Basic Payment,STP CAT,2152,People,Mark,Closed,Medium,Low,Medium,Tuesday,2025-08-05T12:26:32.000000,2025-08-05T13:10:32.000000,2025-08-05T20:15:58.751237,2025-08-05T21:20:58.751237
